middleware,network_condition,message_size_kb,latency_ms,jitter_ms,packet_loss_percent,throughput_mbps,cpu_usage_percent
FastDDS,LAN,64,6.093,0.439,0.031,86.23,28.02
FastDDS,LAN,64,5.453,0.365,0.07,79.29,21.85
FastDDS,LAN,64,6.007,0.481,0.054,77.42,26.53
FastDDS,LAN,64,5.992,0.215,0.028,77.46,20.91
FastDDS,LAN,64,5.735,0.666,0.018,76.11,19.07
FastDDS,LAN,64,5.342,0.3,0.031,84.85,23.35
FastDDS,LAN,64,5.946,0.232,0.0,82.7,28.17
FastDDS,LAN,64,6.937,0.216,0.058,82.27,23.14
FastDDS,LAN,64,6.502,0.508,0.017,73.1,19.98
FastDDS,LAN,64,6.256,0.384,0.032,80.83,28.03
FastDDS,LAN,64,6.132,0.478,0.038,79.53,26.21
FastDDS,LAN,64,6.046,0.323,0.027,79.02,25.95
FastDDS,LAN,64,6.625,0.594,0.013,72.33,29.38
FastDDS,LAN,64,6.746,0.136,0.023,78.07,26.72
FastDDS,LAN,64,6.666,0.606,0.041,75.51,26.79
FastDDS,LAN,64,5.944,0.408,0.024,91.11,20.49
FastDDS,LAN,64,7.166,0.542,0.052,73.23,21.06
FastDDS,LAN,64,6.822,0.286,0.028,79.73,25.7
FastDDS,LAN,64,6.66,0.371,0.033,83.61,23.52
FastDDS,LAN,64,6.175,0.323,0.022,76.65,23.47
FastDDS,LAN,64,6.109,0.454,0.037,82.36,27.96
FastDDS,LAN,64,7.223,0.35,0.027,66.49,19.19
FastDDS,LAN,64,6.035,0.4,0.007,73.66,22.18
FastDDS,LAN,64,5.687,0.405,0.021,78.46,27.31
FastDDS,LAN,64,6.578,0.305,0.005,80.58,28.01
FastDDS,LAN,64,5.726,0.53,0.018,72.61,24.69
FastDDS,LAN,64,6.329,0.522,0.038,71.88,21.86
FastDDS,LAN,64,5.975,0.725,0.065,81.82,27.15
FastDDS,LAN,64,5.713,0.421,0.028,90.43,22.35
FastDDS,LAN,64,6.714,0.181,0.042,74.65,25.77
FastDDS,LAN,64,6.915,0.635,0.021,82.88,29.08
FastDDS,LAN,64,5.788,0.469,0.037,84.36,29.71
FastDDS,LAN,64,5.699,0.399,0.055,66.74,21.69
FastDDS,WAN,1,7.79,0.747,0.903,61.76,27.88
FastDDS,WAN,1,6.806,0.779,1.423,73.17,30.2
FastDDS,WAN,1,6.897,0.347,0.379,70.0,27.02
FastDDS,WAN,1,8.022,0.399,1.099,71.83,28.16
FastDDS,WAN,1,6.836,0.561,1.591,71.73,19.83
FastDDS,WAN,1,7.762,0.596,1.197,70.54,25.99
FastDDS,WAN,1,6.848,0.466,1.026,63.19,27.79
FastDDS,WAN,1,6.876,0.583,1.444,64.76,30.47
FastDDS,WAN,1,6.786,0.583,0.793,66.8,22.16
FastDDS,WAN,1,7.661,0.608,1.283,86.49,23.89
FastDDS,WAN,1,6.756,0.763,0.698,76.89,28.78
FastDDS,WAN,1,7.848,0.6,0.236,77.5,25.48
FastDDS,WAN,1,6.221,0.51,0.673,65.22,26.12
FastDDS,WAN,1,7.041,0.781,0.937,64.9,19.97
FastDDS,WAN,1,7.078,0.432,0.76,66.37,28.64
FastDDS,WAN,1,7.46,0.535,0.581,66.5,28.04
FastDDS,WAN,1,7.401,0.819,1.585,61.96,25.16
FastDDS,WAN,1,7.663,0.81,0.569,56.55,24.62
FastDDS,WAN,1,6.679,0.346,1.2,66.59,18.17
FastDDS,WAN,1,7.055,0.805,1.303,81.41,27.7
FastDDS,WAN,1,8.164,0.554,1.273,75.01,21.53
FastDDS,WAN,1,7.884,0.717,1.351,78.22,25.56
FastDDS,WAN,1,7.326,0.657,1.43,72.26,20.96
FastDDS,WAN,1,6.662,0.324,1.199,62.02,32.98
FastDDS,WAN,1,7.946,0.635,1.03,76.32,29.0
FastDDS,WAN,1,7.482,0.575,0.614,71.99,26.55
FastDDS,WAN,1,7.541,0.702,1.468,70.99,24.92
FastDDS,WAN,1,7.474,0.411,1.207,59.33,19.76
FastDDS,WAN,1,7.379,0.513,1.896,72.19,24.46
FastDDS,WAN,1,6.491,0.76,2.087,58.89,31.04
FastDDS,WAN,1,8.002,0.564,1.485,65.44,27.54
FastDDS,WAN,1,6.936,0.746,1.627,61.43,24.75
FastDDS,WAN,1,6.317,0.556,0.906,67.47,18.72
FastDDS,WAN,1,7.831,0.774,1.632,67.71,27.61
FastDDS,WAN,1,6.987,0.508,0.973,72.55,22.72
FastDDS,WAN,1,7.594,0.393,1.398,75.27,23.31
FastDDS,WAN,1,7.765,0.711,1.021,67.16,21.47
FastDDS,WAN,1,7.926,0.688,1.383,48.52,26.94
FastDDS,WAN,1,7.588,0.583,1.108,73.82,27.02
FastDDS,WAN,1,7.054,0.787,1.118,67.7,25.28
FastDDS,WAN,1,8.363,0.756,1.214,69.39,30.19
FastDDS,WAN,1,6.859,0.641,1.809,80.47,25.31
FastDDS,WAN,1,7.41,0.683,1.559,74.58,29.26
FastDDS,WAN,1,6.11,0.699,1.094,71.38,21.46
FastDDS,WAN,1,7.536,0.452,1.043,75.16,16.93
FastDDS,WAN,1,7.341,0.164,1.449,70.02,25.0
FastDDS,WAN,1,7.613,0.744,1.286,67.93,21.67
FastDDS,WAN,1,7.645,0.615,0.742,76.0,26.32
FastDDS,WAN,1,8.387,0.772,1.376,60.46,23.6
FastDDS,WAN,1,7.76,0.655,0.731,72.4,24.85
FastDDS,WAN,1,7.452,0.602,0.946,73.86,26.29
FastDDS,WAN,1,7.985,0.434,0.63,63.66,22.66
FastDDS,WAN,1,6.777,0.452,0.692,70.54,32.67
FastDDS,WAN,1,7.401,0.442,1.743,78.63,27.03
FastDDS,WAN,1,8.652,0.588,1.094,62.54,23.96
FastDDS,WAN,1,6.655,0.519,0.881,61.56,20.02
FastDDS,WAN,1,7.189,0.331,1.551,61.67,21.78
FastDDS,WAN,1,7.054,0.473,1.719,67.46,26.78
FastDDS,WAN,1,7.596,0.551,0.859,61.44,30.27
FastDDS,WAN,1,7.975,0.557,1.029,67.08,30.2
FastDDS,WAN,1,7.242,0.717,0.808,66.13,27.65
FastDDS,WAN,1,6.357,0.217,1.04,70.9,28.98
FastDDS,WAN,1,7.79,0.518,0.746,72.22,26.38
FastDDS,WAN,1,7.198,0.857,1.232,55.21,27.61
FastDDS,WAN,1,7.555,0.983,0.525,71.68,26.63
FastDDS,WAN,1,6.365,0.806,2.032,65.53,19.14
FastDDS,WAN,1,7.633,0.492,1.958,73.31,19.99
FastDDS,WAN,1,8.396,0.631,1.167,76.18,22.5
FastDDS,WAN,1,7.537,0.561,0.607,70.55,24.03
FastDDS,WAN,1,6.641,0.476,0.919,69.35,25.3
FastDDS,WAN,1,6.566,0.506,0.768,63.05,25.42
FastDDS,WAN,1,7.387,0.648,1.555,79.73,22.68
FastDDS,WAN,1,6.961,0.656,0.934,60.69,25.86
FastDDS,WAN,1,6.798,0.596,1.089,60.46,25.01
FastDDS,WAN,1,6.898,0.41,0.996,66.74,21.46
FastDDS,WAN,1,7.309,0.49,2.071,79.48,25.3
FastDDS,WAN,1,7.907,0.828,2.099,74.57,26.61
FastDDS,WAN,1,6.874,0.706,1.041,63.75,25.77
FastDDS,WAN,1,6.789,0.682,0.912,72.07,26.63
FastDDS,WAN,1,6.49,0.683,1.288,62.37,20.48
FastDDS,WAN,1,7.386,0.486,1.349,58.71,27.23
FastDDS,WAN,1,6.736,0.857,0.932,74.13,22.29
FastDDS,WAN,1,7.729,0.859,0.788,68.56,27.44
FastDDS,WAN,1,7.248,0.824,1.773,68.49,22.94
FastDDS,WAN,1,7.125,0.584,1.252,76.19,21.08
FastDDS,WAN,1,7.553,0.52,1.203,63.7,30.58
FastDDS,WAN,1,7.99,0.557,0.77,63.6,19.55
FastDDS,WAN,1,7.421,0.22,0.902,70.12,24.39
FastDDS,WAN,1,7.625,0.609,1.273,65.94,31.01
FastDDS,WAN,1,7.553,0.505,0.584,68.4,21.63
FastDDS,WAN,1,6.412,0.391,1.509,58.05,33.97
FastDDS,WAN,1,7.404,0.642,2.242,66.85,24.01
FastDDS,WAN,1,7.523,0.726,0.833,68.79,18.15
FastDDS,WAN,1,7.645,0.583,1.609,75.33,23.45
FastDDS,WAN,1,7.346,0.756,1.667,85.19,18.22
FastDDS,WAN,1,7.904,0.67,0.625,72.22,23.95
FastDDS,WAN,1,7.07,0.61,1.491,69.86,20.94
FastDDS,WAN,1,7.588,0.684,1.154,69.3,30.24
FastDDS,WAN,1,6.987,0.266,0.331,63.6,31.94
FastDDS,WAN,1,6.445,0.651,1.253,83.28,23.24
FastDDS,WAN,1,7.138,0.63,0.722,74.97,22.96
FastDDS,WAN,1,6.956,0.518,1.363,69.82,30.35
FastDDS,WAN,1,7.764,0.611,1.749,71.05,21.51
FastDDS,WAN,1,7.29,0.458,2.077,64.32,19.64
FastDDS,WAN,1,6.409,0.445,1.323,58.8,24.25
FastDDS,WAN,1,7.383,0.413,1.25,76.46,23.89
FastDDS,WAN,1,8.547,0.441,0.82,58.79,23.97
FastDDS,WAN,1,7.697,0.578,1.868,73.01,29.77
FastDDS,WAN,1,6.758,0.53,0.926,62.26,24.85
FastDDS,WAN,1,7.507,0.617,1.09,55.82,30.27
FastDDS,WAN,1,8.186,0.301,0.671,57.66,21.03
FastDDS,WAN,1,6.436,0.924,1.152,74.07,21.45
FastDDS,WAN,1,6.592,0.529,0.57,57.66,17.42
FastDDS,WAN,1,7.292,0.489,1.144,69.64,26.23
FastDDS,WAN,1,7.493,0.672,1.023,63.14,22.99
FastDDS,WAN,1,8.17,0.37,1.221,61.46,34.12
FastDDS,WAN,1,7.003,0.477,1.129,71.75,26.84
FastDDS,WAN,1,7.265,0.425,1.581,73.26,26.89
FastDDS,WAN,1,7.771,0.511,0.778,75.54,22.26
FastDDS,WAN,1,7.279,0.686,2.146,63.88,29.09
FastDDS,WAN,1,7.708,0.535,1.152,71.17,30.0
FastDDS,WAN,1,8.577,0.908,1.381,50.58,24.45
FastDDS,WAN,1,6.766,0.926,1.036,62.9,27.96
FastDDS,WAN,1,7.901,0.803,1.424,61.93,25.83
FastDDS,WAN,1,7.314,0.578,1.099,64.45,23.05
FastDDS,WAN,1,6.88,0.407,1.177,69.4,23.86
FastDDS,WAN,1,8.197,0.827,1.994,66.05,28.94
FastDDS,WAN,1,7.124,0.44,1.099,81.41,27.39
FastDDS,WAN,1,8.028,0.586,0.625,69.11,21.44
FastDDS,WAN,1,7.308,0.661,1.082,65.86,21.02
FastDDS,WAN,1,8.293,0.611,1.175,69.68,23.17
FastDDS,WAN,1,7.94,0.768,1.593,65.1,26.54
FastDDS,WAN,1,7.365,0.319,1.016,73.83,27.08
FastDDS,WAN,1,7.595,0.69,1.438,70.39,20.94
FastDDS,WAN,1,7.203,0.724,1.653,56.11,26.94
FastDDS,WAN,1,6.984,0.416,1.134,70.52,30.67
FastDDS,WAN,1,7.001,0.763,1.672,63.66,17.12
FastDDS,WAN,1,7.013,0.447,1.037,57.84,22.18
FastDDS,WAN,1,7.218,0.549,1.435,58.38,23.72
FastDDS,WAN,1,7.484,0.512,1.346,66.65,29.3
FastDDS,WAN,1,7.245,0.441,0.888,73.34,22.76
FastDDS,WAN,1,7.186,0.821,1.547,75.33,20.87
FastDDS,WAN,1,7.28,0.467,1.179,64.0,23.93
FastDDS,WAN,1,8.104,0.675,1.18,69.82,23.04
FastDDS,WAN,1,8.025,0.875,1.247,60.65,25.8
FastDDS,WAN,1,7.517,0.401,1.802,59.54,31.17
FastDDS,WAN,1,8.432,0.072,1.386,64.01,30.11
FastDDS,WAN,1,7.332,0.778,1.165,75.33,22.73
FastDDS,WAN,1,7.006,0.736,0.183,64.55,13.71
FastDDS,WAN,1,6.866,0.65,0.924,69.84,22.92
FastDDS,WAN,1,7.337,0.44,1.333,65.85,18.65
FastDDS,WAN,1,7.969,0.342,1.523,59.03,24.51
FastDDS,WAN,1,7.094,0.505,1.119,72.8,25.89
FastDDS,WAN,1,7.329,0.407,1.326,68.05,20.24
FastDDS,WAN,1,7.105,0.627,1.446,66.81,10.19
FastDDS,WAN,1,7.642,0.453,1.121,62.84,26.14
FastDDS,WAN,1,7.528,0.483,1.116,68.79,29.73
FastDDS,WAN,1,7.478,0.572,0.756,61.05,22.81
FastDDS,WAN,1,7.057,0.4,0.991,67.05,28.56
FastDDS,WAN,1,7.788,0.922,0.586,66.54,24.28
FastDDS,WAN,1,6.784,0.561,0.843,66.48,28.43
FastDDS,WAN,1,7.022,0.614,1.17,65.29,22.18
FastDDS,WAN,1,7.533,0.7,1.993,66.05,22.08
FastDDS,WAN,1,6.148,0.615,1.471,64.09,23.13
FastDDS,WAN,1,7.315,0.34,0.822,58.38,28.93
FastDDS,WAN,1,6.614,0.401,1.051,75.5,36.43
FastDDS,WAN,1,6.195,0.472,1.469,67.04,24.36
FastDDS,WAN,1,6.935,0.869,1.543,74.03,26.76
FastDDS,WAN,1,7.519,0.544,1.108,76.79,20.62
FastDDS,WAN,1,7.362,0.136,0.955,62.93,24.74
FastDDS,WAN,1,7.514,0.6,1.63,72.14,25.08
FastDDS,WAN,1,7.231,0.544,1.335,69.91,29.32
FastDDS,WAN,1,6.451,0.701,1.316,76.17,25.63
FastDDS,WAN,1,7.894,0.655,1.285,61.95,30.07
FastDDS,WAN,1,7.112,0.396,1.106,64.52,25.67
FastDDS,WAN,1,7.276,0.653,1.208,75.62,16.39
FastDDS,WAN,1,7.201,0.658,1.009,60.62,21.84
FastDDS,WAN,1,7.614,0.933,0.369,71.93,30.32
FastDDS,WAN,1,6.541,0.802,1.606,63.36,19.74
FastDDS,WAN,1,7.363,0.444,1.122,59.14,29.61
FastDDS,WAN,1,7.532,0.636,0.833,66.79,20.26
FastDDS,WAN,1,8.091,0.522,1.722,64.29,22.65
FastDDS,WAN,1,6.643,0.593,1.095,55.75,21.54
FastDDS,WAN,1,7.341,0.343,0.977,72.6,19.68
FastDDS,WAN,1,6.255,0.491,0.511,64.84,25.87
FastDDS,WAN,1,6.366,0.799,1.762,76.17,28.49
FastDDS,WAN,1,7.465,0.387,0.738,72.85,23.5
FastDDS,WAN,1,6.904,0.396,0.988,67.45,22.5
FastDDS,WAN,1,7.307,0.491,1.704,72.46,24.3
FastDDS,WAN,1,7.721,0.371,0.642,73.75,28.05
FastDDS,WAN,1,6.969,0.522,1.357,60.28,18.28
FastDDS,WAN,1,7.334,0.282,1.28,61.14,23.55
FastDDS,WAN,1,7.704,0.802,1.427,79.28,29.62
FastDDS,WAN,1,6.868,0.393,1.515,75.97,18.67
FastDDS,WAN,1,7.477,0.513,1.154,82.09,23.1
FastDDS,WAN,1,6.751,0.6,1.345,65.91,27.68
FastDDS,WAN,1,7.441,0.278,0.334,67.74,23.07
FastDDS,WAN,1,6.363,0.363,1.702,62.26,22.15
FastDDS,WAN,1,7.225,0.567,1.824,72.24,20.32
FastDDS,WAN,1,7.118,0.64,0.944,65.94,22.59
FastDDS,WAN,1,6.948,0.708,1.181,63.63,26.34
FastDDS,WAN,1,7.559,0.477,1.381,66.98,27.7
FastDDS,WAN,1,7.154,0.571,0.261,64.04,26.07
FastDDS,WAN,1,5.724,0.343,1.728,64.69,24.9
FastDDS,WAN,1,7.254,0.58,0.785,76.01,28.81
FastDDS,WAN,1,7.654,0.673,2.16,70.35,26.35
FastDDS,WAN,1,7.715,0.521,0.662,73.87,27.99
FastDDS,WAN,1,6.986,0.572,1.493,68.11,21.98
FastDDS,WAN,1,6.336,0.726,0.589,81.54,30.32
FastDDS,WAN,1,5.927,0.591,0.906,61.77,24.19
FastDDS,WAN,1,7.907,0.559,1.33,64.61,21.58
FastDDS,WAN,1,6.64,0.509,1.316,66.4,25.98
FastDDS,WAN,1,6.721,0.469,1.545,82.83,19.71
FastDDS,WAN,1,8.485,0.671,0.935,77.19,22.14
FastDDS,WAN,1,7.575,0.734,1.474,71.58,21.06
FastDDS,WAN,1,6.378,0.697,1.136,73.32,27.61
FastDDS,WAN,1,7.583,0.435,1.086,68.29,27.59
FastDDS,WAN,1,8.002,0.79,1.208,67.15,22.87
FastDDS,WAN,1,7.538,0.65,0.734,72.95,23.87
FastDDS,WAN,1,8.553,0.705,1.224,69.56,21.75
FastDDS,WAN,1,7.767,0.53,0.847,68.23,22.51
FastDDS,WAN,1,7.144,0.586,1.687,62.69,27.11
FastDDS,WAN,1,7.295,0.769,1.25,61.94,24.35
FastDDS,WAN,1,6.407,0.615,1.219,75.85,25.23
FastDDS,WAN,1,7.147,0.42,0.999,58.32,29.52
FastDDS,WAN,1,7.376,0.394,1.387,60.9,15.84
FastDDS,WAN,1,6.454,0.886,0.987,68.87,23.63
FastDDS,WAN,1,7.505,0.46,0.681,63.15,23.59
FastDDS,WAN,1,7.368,0.592,0.822,68.58,28.43
FastDDS,WAN,1,6.843,0.528,0.791,67.14,18.89
FastDDS,WAN,1,7.227,0.618,1.041,65.63,24.23
FastDDS,WAN,1,7.944,0.517,0.825,65.97,26.46
FastDDS,WAN,1,7.808,0.752,0.83,72.02,25.27
FastDDS,WAN,1,7.565,0.358,0.582,65.43,26.71
FastDDS,WAN,1,7.554,0.691,1.18,68.15,21.85
FastDDS,WAN,1,7.814,0.547,1.334,73.52,31.63
FastDDS,WAN,1,7.687,0.452,1.663,69.06,30.44
FastDDS,WAN,1,6.753,0.61,1.4,54.0,22.57
FastDDS,WAN,1,7.807,0.489,1.252,76.16,12.2
FastDDS,WAN,1,7.111,0.376,1.424,67.58,25.26
FastDDS,WAN,1,6.67,0.575,1.423,64.29,21.75
FastDDS,WAN,1,7.377,0.692,1.247,55.63,27.51
FastDDS,WAN,1,8.365,0.532,0.958,77.97,24.93
FastDDS,WAN,1,7.535,0.436,0.761,65.16,18.86
FastDDS,WAN,1,7.14,0.65,1.992,55.89,30.54
FastDDS,WAN,1,7.499,0.595,1.21,73.5,27.39
FastDDS,WAN,1,7.815,0.515,2.265,58.0,24.86
FastDDS,WAN,1,6.714,0.673,0.805,59.54,29.74
FastDDS,WAN,1,7.375,0.517,1.131,57.06,20.35
FastDDS,WAN,1,8.628,0.662,0.485,57.28,28.03
FastDDS,WAN,1,7.966,0.581,1.409,66.17,31.75
FastDDS,WAN,1,8.149,1.0,0.936,54.6,28.31
FastDDS,WAN,1,7.938,0.709,1.434,70.52,23.48
FastDDS,WAN,1,7.24,0.823,0.968,64.61,20.5
FastDDS,WAN,1,7.19,0.471,1.577,68.41,30.04
FastDDS,WAN,1,7.659,0.993,0.891,66.98,35.55
FastDDS,WAN,1,7.264,0.582,0.736,61.98,24.91
FastDDS,WAN,1,8.019,1.044,1.356,72.54,26.23
FastDDS,WAN,1,7.153,0.627,0.751,64.34,26.77
FastDDS,WAN,1,7.552,0.527,1.135,53.81,22.31
FastDDS,WAN,1,6.367,0.679,1.603,66.07,30.79
FastDDS,WAN,1,7.305,0.764,0.765,79.85,31.35
FastDDS,WAN,1,7.289,0.602,1.674,87.35,27.82
FastDDS,WAN,1,7.766,0.206,1.298,66.35,27.53
FastDDS,WAN,1,7.658,0.657,0.962,50.03,23.63
FastDDS,WAN,1,7.915,0.463,1.752,77.04,16.49
FastDDS,WAN,1,8.504,0.417,0.934,70.2,26.94
FastDDS,WAN,1,7.228,0.4,0.787,61.68,21.56
FastDDS,WAN,1,6.453,0.465,1.204,75.85,19.83
FastDDS,WAN,1,7.404,0.492,1.283,64.53,23.33
FastDDS,WAN,1,7.769,0.449,1.927,79.9,26.54
FastDDS,WAN,1,7.478,0.714,1.126,60.87,24.82
FastDDS,WAN,1,6.836,0.621,1.685,66.29,27.77
FastDDS,WAN,1,7.787,0.613,1.314,74.99,20.07
FastDDS,WAN,1,6.96,0.476,1.228,60.18,22.02
FastDDS,WAN,1,7.08,0.829,1.19,67.99,29.54
FastDDS,WAN,1,7.2,0.684,1.475,68.71,23.21
FastDDS,WAN,1,7.622,0.942,1.156,70.95,30.78
FastDDS,WAN,1,7.737,0.588,0.33,68.22,21.59
FastDDS,WAN,1,7.795,0.818,0.992,76.05,29.73
FastDDS,WAN,1,7.553,0.783,1.186,60.01,20.99
FastDDS,WAN,1,7.012,0.41,1.173,65.69,17.94
FastDDS,WAN,1,7.228,0.605,1.187,62.23,23.97
FastDDS,WAN,1,7.628,0.69,0.593,55.25,26.51
FastDDS,WAN,1,6.941,0.633,0.95,67.19,28.54
FastDDS,WAN,1,8.113,0.78,1.115,65.47,28.92
FastDDS,WAN,1,7.377,0.516,1.081,75.02,37.27
FastDDS,WAN,1,6.865,0.351,1.161,68.05,19.27
FastDDS,WAN,1,7.128,0.659,1.15,74.33,22.25
FastDDS,WAN,1,7.466,0.553,1.262,80.51,20.18
FastDDS,WAN,1,7.006,0.672,1.155,72.1,20.04
FastDDS,WAN,1,7.308,0.857,1.43,63.34,31.14
FastDDS,WAN,1,7.704,0.606,0.883,67.33,19.31
FastDDS,WAN,1,7.09,0.743,1.184,67.14,31.7
FastDDS,WAN,1,7.784,0.245,1.612,63.37,27.0
FastDDS,WAN,1,7.953,0.878,1.446,60.21,22.03
FastDDS,WAN,1,7.391,0.589,1.023,66.24,25.24
FastDDS,WAN,1,7.122,0.339,0.973,72.92,23.44
FastDDS,WAN,1,7.001,0.68,1.179,58.96,25.8
FastDDS,WAN,1,7.993,0.725,0.741,72.81,22.15
FastDDS,WAN,4,8.066,0.589,1.211,77.28,20.51
FastDDS,WAN,4,7.73,0.447,1.308,74.87,29.31
FastDDS,WAN,4,7.585,0.601,1.476,58.66,21.38
FastDDS,WAN,4,7.882,0.735,1.22,69.48,22.1
FastDDS,WAN,4,6.996,0.444,1.217,53.76,24.26
FastDDS,WAN,4,7.336,0.744,1.132,71.81,20.64
FastDDS,WAN,4,8.201,0.458,1.967,57.66,21.58
FastDDS,WAN,4,8.115,0.666,1.111,67.08,27.44
FastDDS,WAN,4,7.672,0.827,1.139,58.88,28.83
FastDDS,WAN,4,7.515,0.673,1.308,70.13,27.4
FastDDS,WAN,4,7.474,0.556,1.001,79.25,33.73
FastDDS,WAN,4,8.078,0.289,0.574,61.32,17.32
FastDDS,WAN,4,8.131,0.472,1.92,65.09,24.01
FastDDS,WAN,4,6.764,0.38,1.327,65.96,23.46
FastDDS,WAN,4,7.916,0.769,1.076,73.38,23.38
FastDDS,WAN,4,7.978,0.379,1.351,58.53,16.22
FastDDS,WAN,4,7.617,0.45,0.976,51.83,24.95
FastDDS,WAN,4,7.864,0.66,1.799,72.31,24.72
FastDDS,WAN,4,7.674,0.923,1.625,69.73,29.85
FastDDS,WAN,4,6.969,0.518,1.367,64.66,23.85
FastDDS,WAN,4,7.348,0.585,1.889,63.19,30.62
FastDDS,WAN,4,8.393,0.683,1.28,73.99,30.03
FastDDS,WAN,4,8.546,0.64,0.778,78.78,19.56
FastDDS,WAN,4,7.094,0.494,0.221,69.9,23.83
FastDDS,WAN,4,8.281,0.42,1.03,64.64,25.68
FastDDS,WAN,4,7.279,0.68,0.729,56.55,29.23
FastDDS,WAN,4,8.185,0.39,1.242,65.56,25.94
FastDDS,WAN,4,7.487,0.536,0.918,73.41,27.32
FastDDS,WAN,4,7.178,0.673,2.067,66.68,27.23
FastDDS,WAN,4,7.92,0.704,1.169,66.08,29.34
FastDDS,WAN,4,8.227,0.137,1.486,64.86,19.85
FastDDS,WAN,4,7.115,0.806,1.189,75.58,24.37
FastDDS,WAN,4,8.23,0.434,1.228,78.32,30.3
FastDDS,WAN,4,7.092,0.336,0.617,65.12,29.44
FastDDS,WAN,4,7.348,0.39,0.887,79.04,31.51
FastDDS,WAN,4,6.479,0.518,2.285,51.35,20.13
FastDDS,WAN,4,6.817,0.736,1.238,63.71,22.59
FastDDS,WAN,4,7.492,0.767,1.459,70.84,22.67
FastDDS,WAN,4,7.634,0.662,1.329,67.6,23.43
FastDDS,WAN,4,7.682,0.688,0.904,62.43,32.87
FastDDS,WAN,4,6.61,0.519,0.283,65.87,27.62
FastDDS,WAN,4,7.076,0.716,1.182,58.84,22.52
FastDDS,WAN,4,6.72,0.631,0.816,61.87,19.37
FastDDS,WAN,4,8.649,0.734,1.535,75.08,25.05
FastDDS,WAN,4,6.903,0.603,0.325,53.29,26.96
FastDDS,WAN,4,7.779,0.799,1.265,55.26,22.8
FastDDS,WAN,4,7.534,0.72,0.385,58.18,28.26
FastDDS,WAN,4,7.657,0.506,0.301,64.49,29.25
FastDDS,WAN,4,7.885,0.73,0.972,67.46,23.6
FastDDS,WAN,4,7.297,0.754,0.473,71.68,24.53
FastDDS,WAN,4,7.208,0.831,1.421,80.53,23.14
FastDDS,WAN,4,8.1,0.574,0.966,76.7,25.16
FastDDS,WAN,4,7.898,0.962,1.092,58.73,24.77
FastDDS,WAN,4,7.821,0.523,1.251,75.16,21.68
FastDDS,WAN,4,7.99,0.556,1.642,44.65,21.17
FastDDS,WAN,4,8.41,0.758,1.466,65.31,26.06
FastDDS,WAN,4,8.809,0.25,0.865,59.86,27.07
FastDDS,WAN,4,8.228,0.756,1.1,63.97,29.85
FastDDS,WAN,4,7.72,0.639,0.759,75.0,24.41
FastDDS,WAN,4,6.975,0.467,0.973,62.6,26.14
FastDDS,WAN,4,7.852,0.554,1.399,71.23,21.37
FastDDS,WAN,4,7.358,0.479,1.257,75.02,26.19
FastDDS,WAN,4,8.344,0.542,0.824,72.23,24.33
FastDDS,WAN,4,8.208,0.638,1.499,62.37,31.23
FastDDS,WAN,4,8.438,0.583,0.993,65.98,23.82
FastDDS,WAN,4,6.997,0.492,2.183,75.62,29.16
FastDDS,WAN,4,6.237,0.832,0.811,63.95,21.49
FastDDS,WAN,4,6.885,0.518,0.909,64.84,28.31
FastDDS,WAN,4,7.444,0.803,1.419,72.33,25.75
FastDDS,WAN,4,7.769,0.707,1.121,66.0,30.62
FastDDS,WAN,4,8.278,0.411,0.764,73.55,21.21
FastDDS,WAN,4,8.448,0.423,0.372,67.82,25.17
FastDDS,WAN,4,8.088,0.524,0.489,77.58,26.85
FastDDS,WAN,4,7.065,0.336,1.126,81.42,19.56
FastDDS,WAN,4,6.891,0.848,1.546,84.07,20.04
FastDDS,WAN,4,8.424,0.727,1.963,67.36,24.6
FastDDS,WAN,4,7.496,0.784,1.262,66.37,24.95
FastDDS,WAN,4,7.522,0.538,1.625,75.65,27.5
FastDDS,WAN,4,7.775,0.684,1.465,66.24,24.87
FastDDS,WAN,4,6.926,0.446,1.535,67.71,25.77
FastDDS,WAN,4,6.963,0.683,0.878,72.16,21.04
FastDDS,WAN,4,7.597,1.155,1.351,63.27,23.34
FastDDS,WAN,4,7.942,0.506,1.218,67.49,27.25
FastDDS,WAN,4,8.287,0.455,1.889,72.09,28.93
FastDDS,WAN,4,7.333,0.483,1.54,79.4,28.78
FastDDS,WAN,4,7.33,0.724,0.321,70.67,18.46
FastDDS,WAN,4,8.236,0.561,0.218,61.83,27.62
FastDDS,WAN,4,7.134,0.295,1.103,61.43,28.62
FastDDS,WAN,4,7.014,0.667,1.493,73.22,25.51
FastDDS,WAN,4,6.63,0.577,0.977,75.57,28.09
FastDDS,WAN,4,8.622,0.592,1.759,70.49,18.97
FastDDS,WAN,4,7.657,0.711,1.696,66.21,22.22
FastDDS,WAN,4,7.813,0.39,0.669,79.68,20.99
FastDDS,WAN,4,7.815,0.736,1.591,67.07,24.72
FastDDS,WAN,4,8.285,0.618,0.917,70.36,24.62
FastDDS,WAN,4,8.334,0.434,0.8,64.24,29.55
FastDDS,WAN,4,7.951,0.53,1.574,65.53,24.62
FastDDS,WAN,4,8.18,0.759,1.342,62.57,25.59
FastDDS,WAN,4,6.702,0.543,0.889,56.08,26.54
FastDDS,WAN,4,7.292,0.753,1.605,69.84,23.78
FastDDS,WAN,4,7.023,0.573,1.704,72.43,19.92
FastDDS,WAN,4,7.424,0.502,0.819,63.78,23.62
